136,2,16,30,36,41,42,11,1561919,66993,59639,1119075,5000
137,7,9,20,25,36,39,15,1207608,72935,52255,1186655,5000
138,10,11,27,28,37,39,19,1483582,61230,60623,1056925,5000
139,9,11,15,20,28,43,13,1706778,57271,67233,986618,5000
140,3,13,17,18,19,28,8,1341898,64372,54617,1082575,5000
141,8,12,29,31,42,43,2,1661323,58203,65308,1000591,5000
142,12,16,30,34,40,44,19,1407859,64602,57795,1067644,5000
143,26,27,28,42,43,45,8,1672837,57130,69221,986951,5000
144,4,15,17,26,36,37,43,1248279,74181,50416,1180411,5000
145,2,3,13,20,27,44,9,1560328,63120,60169,1093545,5000
146,2,19,27,35,41,42,25,1456596,62524,64439,1038812,5000
147,4,6,13,21,40,42,36,1632412,62412,63558,1067800,5000
148,21,25,33,34,35,36,17,1634035,63358,61124,1079664,5000
149,2,11,21,34,41,42,27,1632987,60450,63267,1016240,5000
150,2,18,25,28,37,39,16,1475969,65200,57907,1100850,5000
151,1,2,10,13,18,19,15,1214681,68250,53073,1113528,5000
152,1,5,13,26,29,34,43,1603415,60282,62986,1021147,5000
153,3,8,11,12,13,36,33,1258888,71562,50875,1137072,5000
154,6,19,21,35,40,45,20,1590485,60181,62847,1020067,5000
155,16,19,20,32,33,41,4,1390450,62882,56917,1035003,5000
156,5,18,28,30,42,45,2,1518808,59506,62789,998192,5000
157,19,26,30,33,35,39,37,1582945,61650,59313,1028734,5000
158,4,9,13,18,21,34,7,1175841,67910,52499,1071741,5000
159,1,18,30,41,42,43,32,1639036,54933,63911,920378,5000
160,3,7,8,34,39,41,1,1696264,58680,62382,1022787,5000
161,22,34,36,40,42,45,44,1517999,66233,63303,1116934,5000
162,1,5,21,25,38,41,24,1641259,61205,62857,1057899,5000
163,7,11,26,28,29,44,16,1367876,66604,57095,1099200,5000
164,6,9,10,11,39,41,27,1246906,74835,54186,1250274,5000
165,5,13,18,19,22,42,31,1469583,78820,57240,1297194,5000
166,9,12,27,36,39,45,14,1351947,70751,57594,1140980,5000
167,24,27,28,30,36,39,4,1581127,64208,64666,1122401,5000
168,3,10,31,40,42,43,30,1268322,74504,52569,1233043,5000
169,16,27,35,37,43,45,19,1766929,62705,65994,1069471,5000
170,2,11,13,15,31,42,10,1469144,67030,57381,1125608,5000
171,4,16,25,29,34,35,1,1420232,71461,54893,1113068,5000
172,4,19,21,24,26,41,35,1553383,65456,60564,1111595,5000
173,3,9,24,30,33,34,18,1369924,78349,50637,1261354,5000
174,13,14,18,22,35,39,16,1559462,64999,63580,1101483,5000
175,19,26,28,31,33,36,17,1466922,67585,58473,1137627,5000
176,4,17,30,32,33,34,15,1256604,76689,50305,1191081,5000
177,1,10,13,16,37,43,6,1567857,64437,61316,1097033,5000
178,1,5,11,12,18,23,9,1199778,74612,50364,1200574,5000
179,5,9,17,25,39,43,32,1170016,69956,51514,1125523,5000
180,2,15,20,21,29,34,22,1496203,62876,61109,1047300,5000
181,14,21,23,32,40,45,44,1574829,60637,64046,1028918,5000
182,13,15,27,29,34,40,35,1515245,59004,63071,1000820,5000
183,2,18,24,34,40,42,5,1373433,67137,52944,1039403,5000
184,1,2,6,16,20,33,41,1313113,63344,55183,1054829,5000
185,1,2,4,8,19,38,14,1434237,65938,53422,1055823,5000
186,4,10,14,19,21,45,9,1524230,58566,60849,984795,5000
187,1,2,8,18,29,38,42,1438300,59780,60295,981217,5000
188,19,24,27,30,31,34,36,1326290,61227,57188,1016219,5000
189,8,14,32,35,37,45,28,1595289,52193,66327,903280,5000
190,8,14,18,30,31,44,15,1756063,53791,66337,918127,5000
191,5,6,24,25,32,37,8,1500504,59650,57606,1017334,5000
192,4,8,11,18,37,45,33,1484729,55766,58467,943042,5000
193,6,14,18,26,36,39,13,1499758,58638,58059,974398,5000
194,15,20,23,26,39,44,28,1648364,53559,65985,917061,5000
195,7,10,19,22,35,40,31,996346,70324,47916,1067833,5000
196,35,36,37,41,44,45,30,1198743,58079,62663,937967,5000
197,7,12,16,34,42,45,4,1467062,58551,61588,993294,5000
198,12,19,20,25,41,45,2,1712243,55693,64564,965692,5000
199,14,21,22,25,30,36,43,1698206,55426,64281,939272,5000
200,5,6,13,14,17,20,7,1292590,66233,54137,1078398,5000
201,3,11,24,38,39,44,26,1202607,61045,53073,985655,5000
202,12,14,27,33,39,44,17,1536844,62532,60558,1043620,5000
203,1,3,11,24,30,32,7,1358287,66916,53913,1095728,5000
204,3,12,14,35,40,45,5,1534856,57646,62837,985516,5000
205,1,3,21,29,35,37,30,1671423,56067,65466,962608,5000
206,1,2,3,15,20,25,43,1093641,66445,50992,1044599,5000
207,3,11,14,31,32,37,38,1457935,60871,57627,1020444,5000
208,14,25,31,34,40,44,24,1438536,64277,54787,1030103,5000
209,2,7,18,20,24,33,37,1223046,65973,50351,1053545,5000
210,10,19,22,23,25,37,39,1319745,64325,53262,1049739,5000
211,12,13,17,20,33,41,8,1319828,64785,53295,1080600,5000
212,11,12,18,21,31,38,8,1444489,64059,55382,1066249,5000
213,2,3,4,5,20,24,42,928463,95451,38462,1203368,5000
214,5,7,20,25,28,37,32,1309124,70219,53433,1167625,5000
215,2,3,7,15,43,44,4,1484219,65898,56218,1062967,5000
216,7,16,17,33,36,40,1,703840,79174,46441,1157342,5000
217,16,20,27,33,35,39,38,1558696,64156,58601,1066490,5000
218,1,8,14,18,29,44,20,1540081,60492,61255,996397,5000
219,4,11,20,26,35,37,16,1402952,63889,56743,1065147,5000
220,5,11,19,21,34,43,31,1486785,67271,58216,1122150,5000
221,2,20,33,35,37,40,10,1119468,75459,47711,1167205,5000
222,5,7,28,29,39,43,44,1715833,57093,66418,981530,5000
223,1,3,18,20,26,27,38,1234369,67509,51782,1107956,5000
224,4,19,26,27,30,42,7,1562151,60549,59753,1025571,5000
225,5,11,13,19,31,36,7,1380888,65281,54448,1080798,5000
226,2,6,8,14,21,22,34,1336476,64076,54439,1026364,5000
227,4,5,15,16,22,42,2,1587653,56663,61811,942116,5000
228,17,25,35,36,39,44,23,1285539,66002,52122,1036309,5000
229,4,5,9,11,23,38,35,1290662,67524,50156,1089603,5000
230,5,11,14,29,32,33,12,1662397,56346,61190,971324,5000
231,5,10,19,31,44,45,27,1288516,59311,55051,970465,5000
232,8,9,10,12,24,44,35,1314178,65000,51274,1023708,5000
233,4,6,13,17,28,40,39,1307109,62535,53259,1021168,5000
234,13,21,22,24,26,37,4,1601363,54926,61167,921750,5000
235,21,22,26,27,31,37,8,1457271,59548,57657,901409,5000
236,1,4,8,13,37,39,7,1602945,54480,61553,940827,5000
237,1,11,17,21,24,44,33,1530725,57338,58626,974357,5000
238,2,4,15,28,31,34,35,1578322,54591,61640,930266,5000
239,11,15,24,39,41,44,7,1570832,55850,60921,927236,5000
240,6,10,16,40,41,43,21,1567728,57376,59238,961510,5000
241,2,16,24,27,28,35,21,1759405,53783,63267,922001,5000
242,4,19,20,21,32,34,43,1322134,60644,54286,975863,5000
243,2,12,17,19,28,42,34,1474656,54055,59418,918683,5000
244,13,16,25,36,37,38,19,1387103,54930,55353,900577,5000
245,9,11,27,31,32,38,22,1477119,57445,56159,959435,5000
246,13,18,21,23,26,39,15,1231179,59600,53462,959025,5000
247,12,15,28,36,39,40,13,1638189,52284,63856,884542,5000
248,3,8,17,23,38,45,13,1417004,58847,55624,961562,5000
249,3,8,27,31,41,44,11,1423070,56034,59378,926776,5000
250,19,23,30,37,43,45,38,1581610,51328,64771,887737,5000
251,6,7,19,25,28,38,45,1376937,62015,55153,1028991,5000
252,14,23,26,31,39,45,28,1493044,51895,62547,874916,5000
253,8,19,25,31,34,36,33,1406439,57084,57604,942682,5000
254,1,5,19,20,24,30,27,1325309,59196,54852,978906,5000
255,1,5,6,24,27,42,32,1516716,55422,57689,945297,5000
256,4,11,14,21,23,43,32,1367735,56975,57230,938980,5000
257,6,13,27,31,32,37,4,1292986,57977,54996,954861,5000
258,14,27,30,31,38,40,17,938297,54638,59213,901197,5000
259,4,5,14,35,42,45,34,1565869,50402,64000,864868,5000
260,7,12,15,24,37,40,43,1199422,58258,52871,933907,5000
261,6,11,16,18,31,43,2,1445788,56285,56717,929205,5000
262,9,12,24,25,29,31,36,1361888,54807,54966,910729,5000
263,1,27,28,32,37,40,18,1656036,50490,61466,864303,5000
264,9,16,27,36,41,44,5,1498604,50096,62642,840243,5000
265,5,9,34,37,38,39,12,1585266,52966,60459,889156,5000
266,3,4,9,11,22,42,37,1343054,58820,54526,986495,5000
267,7,8,24,34,36,41,1,1427548,55101,59122,925922,5000
268,3,10,19,24,32,45,12,1157206,61857,50960,969153,5000
269,5,18,20,36,42,43,32,1611933,50514,64715,866762,5000
270,5,9,12,20,21,26,27,1293499,59807,53724,971485,5000
271,3,8,9,27,29,40,36,1246751,59418,52709,956127,5000
272,7,9,12,27,39,43,28,1209442,63219,52419,1017199,5000
273,1,8,24,31,34,44,6,1523515,56192,59431,942078,5000
274,13,14,15,26,35,39,25,1331784,57315,58277,923057,5000
275,14,19,20,35,38,40,26,1689215,51657,64813,884959,5000
276,4,15,21,33,39,41,25,1426602,59894,55308,944192,5000
277,10,12,13,15,25,29,20,1482169,55271,59211,914243,5000
278,3,11,37,39,41,43,13,1463054,55643,57268,922288,5000
279,7,16,31,36,37,38,11,1466150,55421,57566,922712,5000
280,10,11,23,24,36,37,35,1380904,53915,58653,905130,5000
281,1,3,4,6,14,41,12,1042712,74543,41713,970685,5000
282,2,5,10,18,31,32,30,1012735,66297,46530,1020328,5000
283,6,8,18,31,38,45,42,1478429,52989,59206,876107,5000
284,2,7,15,24,30,45,28,1632273,50537,61691,859700,5000
285,13,33,37,40,41,45,2,1555738,51283,61705,872117,5000
286,1,15,19,40,42,44,17,1566586,48857,66246,857882,5000
287,6,12,24,27,35,37,41,1165489,60597,51161,962149,5000
288,1,12,17,28,35,41,10,1488171,50246,62553,853998,5000
289,3,14,33,37,38,42,10,1501748,52281,58541,880103,5000
290,8,13,18,32,39,45,7,1361059,106752,58573,1783529,5000
291,3,7,8,18,20,42,45,1379258,62513,54144,1029643,5000
292,17,18,31,32,33,34,10,995778,66893,50256,977718,5000
293,1,9,17,21,29,33,24,1435672,61059,54268,926442,5000
294,6,10,17,30,37,38,40,1411027,56795,56496,947708,5000
295,1,4,12,16,18,38,8,1616207,55376,59131,950380,5000
296,3,8,15,27,30,45,44,1186303,89945,54498,1435988,5000
297,6,11,19,20,28,32,34,1322005,61258,55032,993035,5000
298,5,9,27,29,37,40,19,1220717,63561,51970,1011908,5000
299,1,3,20,25,36,45,24,1548362,58114,59575,984255,5000
300,7,9,10,12,26,38,39,1180922,70193,47646,1102135,5000
301,7,11,13,33,37,43,26,1328573,65756,51361,1060486,5000
302,13,19,20,32,38,42,4,1608515,59455,61360,990149,5000
303,2,14,17,30,38,45,43,1444516,56266,59459,938678,5000
304,4,10,16,26,33,41,38,1165250,62096,53519,992573,5000
305,7,8,18,21,23,39,9,1215330,66162,50589,1049049,5000
306,4,18,23,30,34,41,19,1437428,56687,61822,937697,5000
307,5,15,21,23,25,45,12,1465672,59400,58085,937908,5000
308,14,15,17,19,37,45,40,1743844,53749,63461,922984,5000
309,1,2,5,11,18,36,22,1189191,69125,47826,1109802,5000
310,1,5,19,28,34,41,16,1592036,53956,64088,913906,5000
311,4,12,24,27,28,32,10,1210752,64780,50950,1020412,5000
312,2,3,5,6,12,20,25,761892,91934,34211,1080450,5000
313,9,17,34,35,43,45,2,1531628,55743,61548,936364,5000
314,15,17,19,34,38,41,2,1556244,54892,60502,911785,5000
315,1,13,33,35,43,45,23,1641554,56207,62091,943975,5000
316,10,11,21,27,31,39,43,1197130,68356,48967,1060204,5000
317,3,10,11,22,36,39,8,1517232,57565,59672,978500,5000
318,2,17,19,20,34,45,21,1311481,64077,56531,1044063,5000
319,5,8,22,28,33,42,37,1546235,59490,59833,984086,5000
320,16,19,23,25,41,45,3,1699991,57061,64412,990610,5000
321,12,18,20,21,25,34,42,1535374,68791,56960,1143526,5000
322,9,18,29,32,38,43,20,1300031,67829,56158,1085740,5000
323,10,14,15,32,36,42,3,1657902,60796,64085,1024880,5000
324,2,4,21,25,33,36,17,1518836,62473,59710,1068571,5000
325,7,17,20,32,44,45,33,1435710,62629,57677,1051453,5000
326,16,23,25,33,36,39,40,1372386,64087,57177,1058186,5000
327,6,12,13,17,32,44,24,1421377,63599,55515,1048457,5000
328,1,6,9,16,17,28,24,1318693,66590,54657,1092107,5000
329,9,17,19,30,35,42,4,1506495,62711,58376,1059068,5000
330,3,4,16,17,19,20,23,1218324,69225,50370,1099109,5000
331,4,9,14,26,31,44,39,1322285,64617,55866,1054309,5000
332,16,17,34,36,42,45,3,1650818,59833,60589,979060,5000
333,5,14,27,30,39,43,35,1325631,59991,60326,982937,5000
334,13,15,21,29,39,43,33,1684206,52311,67934,890292,5000
335,5,9,16,23,26,45,21,1389453,60578,56057,1001927,5000
336,3,5,20,34,35,44,16,1704381,54887,61422,935668,5000
337,1,5,14,18,32,37,4,1404245,59392,56462,989912,5000
338,2,13,34,38,42,45,16,1506426,54492,62091,930171,5000
339,6,8,14,21,30,37,45,1486150,54545,60324,913229,5000
340,18,24,26,29,34,38,32,1492705,56209,59752,930628,5000
341,1,8,19,34,39,43,41,1414367,58756,59458,978760,5000
342,1,13,14,33,34,43,25,1467331,56149,61517,924123,5000
343,1,10,17,29,31,43,15,1566746,53794,63842,931340,5000
344,1,2,15,28,34,45,38,1547581,56496,60593,960640,5000
345,15,20,23,29,39,42,2,1687282,50722,68394,884042,5000
346,5,13,14,22,44,45,33,1467225,54509,61695,923360,5000
347,3,8,13,27,32,42,10,1214722,63761,53306,1023184,5000
348,3,14,17,20,24,31,34,1350244,65694,50233,978637,5000
349,5,13,14,20,24,25,36,1435450,59338,56511,990178,5000
350,1,8,18,24,29,33,35,1379765,57420,57527,964952,5000
351,5,25,27,29,34,36,33,1514722,55472,62094,950273,5000
352,5,16,17,20,26,41,24,1486157,58931,58810,1006238,5000
353,11,16,19,22,29,36,26,1692527,54217,65058,928067,5000
354,14,19,36,43,44,45,1,1745944,54318,65187,930195,5000
355,5,8,29,30,35,44,38,1634236,54130,66058,925997,5000
356,2,8,14,25,29,45,24,1374330,61162,56761,996940,5000
357,10,14,18,21,36,37,5,1587036,56547,62643,980978,5000
358,1,9,10,12,21,40,37,1256388,68247,50884,1092528,5000
359,1,10,19,20,24,40,23,1036001,73283,46822,1097592,5000
360,4,16,23,25,35,40,27,1476290,60311,59139,1005187,5000
361,5,10,16,24,27,35,33,1174733,67347,51039,1068999,5000
362,2,3,22,27,30,40,29,1474361,56798,60898,974787,5000
363,11,12,14,21,32,38,6,1434162,59672,58451,998514,5000
364,2,5,7,14,16,40,4,1340702,63195,53421,1043314,5000
365,5,15,21,25,26,30,31,1509698,62472,57081,1014701,5000
366,5,12,19,26,27,44,38,1103186,71467,49921,1028514,5000
367,3,22,25,29,32,44,19,1759161,55158,66912,955212,5000
368,11,21,24,30,39,45,26,1431071,57581,59400,954346,5000
369,17,20,35,36,41,43,21,1592203,59383,62044,987272,5000
370,16,18,24,42,44,45,17,1677026,60549,64701,1058734,5000
371,7,9,15,26,27,42,18,1480560,62102,57266,1028012,5000
372,8,11,14,16,18,21,13,1307668,62564,57186,1038927,5000
373,15,26,37,42,43,45,9,1666250,57659,64559,987105,5000
374,11,13,15,17,25,34,26,1318245,69786,52816,1122320,5000
375,4,8,19,25,27,45,7,1442402,64951,56807,1096831,5000
376,1,11,13,24,28,40,7,1386900,69450,56355,1151878,5000
377,6,22,29,37,43,45,23,1632757,58733,66608,1009758,5000
378,5,22,29,31,34,39,43,1718341,59742,64659,1023866,5000
379,6,10,22,31,35,40,19,1390090,62084,60096,1022769,5000
380,1,2,8,17,26,37,27,1222348,77583,46132,1137404,5000
381,1,5,10,12,16,20,11,904345,82120,43632,1211298,5000
382,10,15,22,24,27,42,19,1523660,62267,59315,1046779,5000
383,4,15,28,33,37,40,25,1437459,60525,59423,1010183,5000
384,11,22,24,32,36,38,7,1505652,62090,58927,1030160,5000
385,7,12,19,21,29,32,9,1456712,62096,57944,1026272,5000
386,4,7,10,19,31,40,26,1032832,72203,48150,1114222,5000
387,1,26,31,34,40,43,20,1515454,58115,61385,978618,5000
388,1,8,9,17,29,32,45,1337297,61475,55211,1036812,5000
389,7,16,18,20,23,26,3,1409303,60800,58088,1021691,5000
390,16,17,28,37,39,40,15,1590617,55834,61934,960968,5000
391,10,11,18,22,28,39,30,1309992,60803,57611,1013235,5000
392,1,3,7,8,24,42,43,1139315,73927,46358,1125811,5000
393,9,16,28,40,41,43,21,1694035,55951,64915,966901,5000
394,1,13,20,22,25,28,15,1474855,56300,63081,967784,5000
395,11,15,20,26,31,35,7,1260851,64267,55718,1038443,5000
396,18,20,31,34,40,45,30,1468836,61586,57336,1015292,5000
397,12,13,17,22,25,33,8,1280937,66958,52265,1089481,5000
398,10,15,20,23,42,44,7,1607090,57405,62263,968563,5000
399,1,2,9,17,19,42,20,1164483,76998,44222,1150232,5000
400,9,21,27,34,41,43,2,1419370,59141,60192,978194,5000
401,6,12,18,31,38,43,9,1293227,59599,50000,949491,5000
402,5,9,15,19,22,36,32,1396385,62656,50000,1034048,5000
403,10,14,22,24,28,37,26,1338883,63122,50000,1030051,5000
404,5,20,21,24,33,40,36,1400888,63559,50000,1050065,5000
405,1,2,10,25,26,44,4,1381091,63080,50000,1056188,5000
406,7,12,21,24,27,36,45,1246038,66604,50000,1065324,5000
407,6,7,13,16,24,25,1,1517870,65481,50000,1108695,5000
408,9,20,21,22,30,37,16,1497439,62101,50000,1039160,5000
409,6,9,21,31,32,40,38,1463127,64123,50000,1061106,5000
410,1,3,18,32,40,41,16,1438223,65942,50000,1088956,5000
411,11,14,22,35,37,39,5,1446476,63403,50000,1041554,5000
412,4,7,39,41,42,45,40,1579913,59882,50000,1016225,5000
413,2,9,15,23,34,40,3,1493989,62797,50000,1062284,5000
414,2,14,15,22,23,44,43,1598885,58726,50000,982817,5000
415,7,17,20,26,30,40,24,1120927,71409,50000,1114259,5000
416,5,6,8,11,22,26,44,1190359,70470,50000,1122015,5000
417,4,5,14,20,22,43,44,1590929,58879,50000,1001817,5000
418,11,13,15,26,28,34,31,1454560,61748,50000,1025606,5000
419,2,11,13,14,28,30,7,1589821,60100,50000,1012637,5000
420,4,9,10,29,31,34,27,1600513,62929,50000,1065564,5000
421,6,11,26,27,28,44,30,1607887,62947,50000,1050873,5000
422,8,15,19,21,34,44,12,1705531,64044,50000,1104218,5000
423,1,17,27,28,29,40,5,1360389,69948,50000,1150428,5000
424,10,11,26,31,34,44,30,1096759,75456,50000,1159669,5000
425,8,10,14,27,33,38,3,1577829,66071,50000,1110949,5000
426,4,17,18,27,39,43,19,1393135,71102,50000,1174590,5000
427,6,7,15,24,28,30,21,1480736,71400,50000,1184720,5000
428,12,16,19,22,37,40,8,1375335,76003,50000,1258031,5000
429,3,23,28,34,39,42,16,1604649,68256,50000,1150652,5000
430,1,3,16,18,30,34,44,1483104,70039,50000,1180669,5000
